tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn,customerID
7.0,Yes,Month-to-month,No,Electronic check,48.7,340.25,Male,0,Yes,Yes,No,DSL,No,No,Yes,No,No,No,Yes,4958-GZWIY
66.0,Yes,Two year,Yes,Credit card (automatic),25.15,1683.6,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7996-MHXLW
51.0,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,Male,0,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,7833-PKIHD
30.0,Yes,One year,No,Bank transfer (automatic),19.55,608.5,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7061-OVMIM
34.0,Yes,Month-to-month,No,Electronic check,85.35,2896.6,Female,0,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,5153-RTHKF
64.0,Yes,Two year,Yes,Mailed check,24.8,1514.85,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1852-QSWCD
65.0,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,4832-VRBMR
47.0,Yes,Month-to-month,No,Mailed check,100.75,4669.2,Male,0,No,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,9079-LWTFD
1.0,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Female,0,No,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,6356-ELRKD
49.0,Yes,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Female,0,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,8624-GIOUT
67.0,Yes,Two year,No,Credit card (automatic),94.1,6302.8,Female,0,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No,3392-EHMNK
39.0,Yes,One year,No,Bank transfer (automatic),19.35,779.2,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5986-WWXDV
14.0,Yes,Month-to-month,No,Mailed check,19.9,283.75,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3061-BCKYI
43.0,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Female,1,No,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,6179-GJPSO
56.0,Yes,Month-to-month,Yes,Electronic check,101.05,5594.0,Male,1,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,7901-TBKJX
14.0,Yes,One year,No,Credit card (automatic),59.1,772.85,Female,0,No,No,No,DSL,No,No,No,Yes,No,Yes,No,7228-PAQPD
1.0,Yes,Month-to-month,No,Electronic check,71.35,71.35,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,3177-LASXD
16.0,Yes,One year,Yes,Mailed check,55.85,857.8,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,No,7746-QYVCO
70.0,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,5804-HYIEZ
72.0,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,Male,1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,9919-FZDED
23.0,Yes,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,Female,0,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,5934-TSSAU
21.0,Yes,Month-to-month,No,Mailed check,24.7,467.15,Male,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3486-KHMLI
1.0,Yes,Month-to-month,Yes,Mailed check,20.15,20.15,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,4897-QSUYC
1.0,Yes,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Male,0,No,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,1084-UQCHV
32.0,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,Female,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,8290-YWKHZ
17.0,Yes,Month-to-month,No,Electronic check,80.85,1400.85,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,2955-BJZHG
4.0,No,Month-to-month,Yes,Electronic check,33.65,137.85,Female,0,No,No,No phone service,DSL,Yes,Yes,No,No,No,No,Yes,3806-DXQOM
36.0,Yes,One year,No,Electronic check,55.8,1941.5,Female,0,No,No,Yes,DSL,No,No,Yes,No,No,No,No,6784-XYJAE
50.0,No,Two year,No,Credit card (automatic),39.7,1932.75,Female,0,No,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,No,3933-DQPWX
48.0,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,Female,0,Yes,Yes,No phone service,DSL,No,No,No,Yes,No,No,No,6661-EIPZC
50.0,Yes,Two year,No,Credit card (automatic),20.15,970.85,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8957-THMOA
72.0,Yes,Two year,No,Credit card (automatic),79.55,5810.9,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,2251-PYLPB
10.0,Yes,Month-to-month,No,Credit card (automatic),24.8,223.9,Male,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5555-RNPGT
18.0,Yes,Month-to-month,No,Mailed check,19.65,391.7,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1057-FOGLZ
1.0,Yes,Month-to-month,Yes,Electronic check,79.95,79.95,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,9300-RENDD
1.0,Yes,Month-to-month,No,Electronic check,19.3,19.3,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0761-AETCS
9.0,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,Male,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,8087-LGYHQ
2.0,Yes,Month-to-month,No,Mailed check,90.75,174.75,Male,0,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,4137-BTIKL
40.0,Yes,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,Female,0,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No,No,2190-BCXEC
69.0,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,Male,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,6227-FBDXH
37.0,Yes,One year,Yes,Electronic check,99.2,3754.6,Female,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,2153-MREFK
18.0,Yes,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,Male,0,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,2911-WDXMV
11.0,Yes,Month-to-month,Yes,Electronic check,70.2,834.7,Male,1,Yes,No,No,Fiber optic,No,No,No,No,No,No,No,7206-PQBBZ
8.0,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Female,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,3106-ULWFW
3.0,Yes,Month-to-month,No,Electronic check,75.25,242.0,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes,0925-VYDLG
55.0,Yes,One year,No,Credit card (automatic),59.45,3157.0,Male,0,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,No,4547-FZJWE
33.0,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,7422-WNBTY
46.0,Yes,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,Female,0,No,No,No,DSL,No,No,No,No,No,No,No,0842-IWYCP
34.0,Yes,Two year,No,Bank transfer (automatic),26.1,980.35,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3521-HTQTV
3.0,Yes,Month-to-month,No,Electronic check,20.2,65.95,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3744-ZBHON
30.0,Yes,Two year,No,Mailed check,21.25,711.9,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,3373-DIUUN
33.0,Yes,One year,No,Electronic check,59.4,1952.8,Female,0,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,8383-SGHJU
45.0,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,7607-QKKTJ
40.0,Yes,Month-to-month,Yes,Mailed check,61.9,2647.1,Male,0,No,No,No,DSL,Yes,Yes,No,Yes,No,No,No,7707-PYBBH
71.0,Yes,Two year,Yes,Electronic check,118.65,8477.6,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,8984-HPEMB
1.0,Yes,Month-to-month,No,Electronic check,54.35,54.35,Male,0,No,No,Yes,DSL,No,No,Yes,No,No,No,Yes,4349-GFQHK
72.0,No,Two year,No,Bank transfer (automatic),64.45,4528.0,Female,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,4139-DETXS
22.0,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,Female,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,9779-DPNEJ
46.0,Yes,One year,Yes,Bank transfer (automatic),20.2,845.6,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,9805-FILKB
55.0,Yes,Two year,No,Mailed check,21.0,1210.3,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5793-YOLJN
1.0,Yes,Month-to-month,No,Mailed check,20.45,20.45,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0673-IGUQO
12.0,Yes,One year,Yes,Mailed check,75.85,854.45,Female,0,No,No,Yes,DSL,No,No,No,Yes,Yes,Yes,No,4123-FCVCB
31.0,Yes,Month-to-month,Yes,Electronic check,80.45,2429.1,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,No,8819-IMISP
5.0,No,Month-to-month,Yes,Electronic check,24.95,100.4,Male,0,Yes,No,No phone service,DSL,No,No,No,No,No,No,Yes,7802-EFKNY
67.0,Yes,Two year,Yes,Electronic check,75.5,5229.45,Female,0,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,8311-UEUAB
1.0,Yes,Month-to-month,No,Mailed check,44.45,44.45,Male,0,No,No,No,DSL,No,No,No,No,No,No,No,5858-EAFCZ
40.0,No,One year,Yes,Electronic check,42.35,1716.45,Male,0,Yes,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Yes,8035-BUYVG
41.0,Yes,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,Male,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,1163-ONYEY
1.0,Yes,Month-to-month,Yes,Electronic check,75.3,75.3,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes,9787-XVQIU
51.0,Yes,One year,Yes,Electronic check,94.8,4837.6,Male,0,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,8945-MUQUF
42.0,No,Two year,No,Credit card (automatic),48.15,2032.3,Male,0,Yes,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,No,5656-MJEFC
23.0,Yes,One year,No,Mailed check,19.65,436.9,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6082-OQFBA
1.0,Yes,Month-to-month,Yes,Electronic check,70.55,70.55,Female,1,No,No,No,Fiber optic,No,No,No,No,No,No,Yes,8051-HJRLT
1.0,Yes,Month-to-month,No,Mailed check,20.15,20.15,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8974-OVACP
56.0,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,Female,0,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,4010-YLMVT
15.0,Yes,Month-to-month,Yes,Electronic check,91.0,1430.05,Male,0,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,No,1379-FRVEB
12.0,Yes,Two year,Yes,Bank transfer (automatic),25.4,313.0,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8612-GXIDD
54.0,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,No,6288-CHQJB
7.0,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,Female,0,No,No,No,DSL,No,No,No,No,Yes,Yes,No,8160-HOWOX
33.0,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Female,0,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,3023-GFLBR
16.0,Yes,Month-to-month,No,Electronic check,20.15,341.35,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6648-INWPS
21.0,Yes,One year,No,Mailed check,64.85,1336.8,Female,0,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,4223-BKEOR
30.0,Yes,Two year,No,Electronic check,74.85,2181.75,Male,1,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,4079-VTGLK
3.0,Yes,Month-to-month,Yes,Mailed check,50.5,147.75,Male,0,No,No,No,DSL,No,No,No,Yes,No,No,No,1763-WQFUK
11.0,Yes,Month-to-month,No,Electronic check,72.9,818.45,Male,0,No,No,No,Fiber optic,No,No,Yes,No,No,No,No,1391-UBDAR
62.0,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,8894-JVDCV
18.0,Yes,Month-to-month,No,Electronic check,19.0,348.8,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2023-VQFDL
6.0,Yes,Month-to-month,No,Mailed check,19.55,128.6,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1345-GKDZZ
46.0,Yes,One year,Yes,Electronic check,101.1,4674.4,Female,0,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,2014-MKGMH
21.0,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,No,5628-FCGYG
68.0,Yes,Two year,Yes,Bank transfer (automatic),24.15,1498.85,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2560-WBWXF
1.0,Yes,Month-to-month,Yes,Electronic check,50.1,50.1,Female,0,No,No,Yes,DSL,No,No,No,No,No,No,No,0248-IPDFW
25.0,Yes,Month-to-month,Yes,Electronic check,74.6,1797.75,Female,0,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,No,7978-DKUQH
24.0,Yes,Two year,No,Mailed check,19.75,498.1,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4335-UPJSI
30.0,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Female,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,0524-IAVZO
2.0,Yes,Month-to-month,No,Electronic check,80.55,184.1,Female,0,No,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,2737-YNGYW
51.0,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,1784-EZDKJ
57.0,Yes,Two year,Yes,Electronic check,84.5,4845.4,Female,0,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,9297-FVVDH
15.0,Yes,Two year,No,Bank transfer (automatic),25.05,369.1,Female,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8007-YYPWD
72.0,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,Female,0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,7101-HRBLJ
2.0,Yes,Month-to-month,Yes,Electronic check,75.8,160.75,Female,0,No,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,5159-YFPKQ
28.0,Yes,Month-to-month,No,Credit card (automatic),96.6,2684.35,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,6635-CPNUN
29.0,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Male,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,4021-RQSNY
70.0,Yes,Two year,Yes,Credit card (automatic),101.1,6994.8,Male,0,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,5453-YBTWV
13.0,Yes,One year,No,Mailed check,20.2,273.25,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5039-LZRQT
59.0,Yes,One year,Yes,Electronic check,94.05,5483.9,Female,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,2931-VUVJN
13.0,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,9061-TIHDA
7.0,Yes,Month-to-month,Yes,Mailed check,74.4,527.9,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Yes,8699-ASUFO
62.0,Yes,Two year,No,Mailed check,81.0,4985.9,Female,0,Yes,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,6418-PIQSP
21.0,Yes,One year,Yes,Electronic check,60.25,1258.35,Female,0,No,No,No,DSL,Yes,No,Yes,Yes,No,No,No,8220-OCUFY
2.0,Yes,Month-to-month,No,Electronic check,60.85,111.4,Female,0,No,No,No,DSL,No,No,Yes,No,No,Yes,No,3995-WFCSM
1.0,Yes,Month-to-month,No,Credit card (automatic),43.95,43.95,Female,0,No,No,No,DSL,No,No,No,No,No,No,No,1895-QTKDO
4.0,Yes,Month-to-month,No,Electronic check,86.05,308.1,Male,0,No,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,2038-OEQZH
19.0,Yes,One year,No,Credit card (automatic),20.25,383.65,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1178-PZGAB
30.0,Yes,Month-to-month,No,Electronic check,85.15,2555.9,Female,0,No,No,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,7927-AUXBZ
67.0,Yes,Two year,Yes,Credit card (automatic),19.4,1284.2,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,2626-VEEWG
72.0,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,Male,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,2878-RMWXY
53.0,Yes,Two year,No,Credit card (automatic),19.9,1110.05,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,1657-DYMBM
5.0,Yes,One year,No,Electronic check,19.55,99.6,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,7311-MQJCH
71.0,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,Male,1,Yes,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,7375-WMVMT
50.0,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,Female,0,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,1136-XGEQU
56.0,Yes,Two year,Yes,Electronic check,103.2,5873.75,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,2530-FMFXO
2.0,Yes,Month-to-month,Yes,Credit card (automatic),50.2,109.25,Male,0,No,No,No,DSL,No,No,No,Yes,No,No,No,6844-DZKRF
2.0,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Female,1,No,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,4695-WJZUE
24.0,Yes,Month-to-month,No,Electronic check,54.75,1338.15,Male,0,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,7619-ODSGN
46.0,Yes,Two year,No,Credit card (automatic),19.95,862.4,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5970-GHJAW
71.0,Yes,Two year,Yes,Electronic check,116.25,8564.75,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,8879-XUAHX
29.0,No,Month-to-month,Yes,Electronic check,31.2,926.2,Female,0,No,No,No phone service,DSL,No,No,No,Yes,No,No,No,3689-MOZGR
69.0,Yes,Two year,No,Bank transfer (automatic),24.45,1718.2,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4195-PNGZS
71.0,Yes,Two year,No,Credit card (automatic),84.2,5956.85,Male,0,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,5003-XZWWO
1.0,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Female,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,3988-RQIXO
56.0,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,Male,1,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,7622-FWGEW
56.0,Yes,One year,Yes,Mailed check,21.2,1238.65,Male,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6922-NCEDI
1.0,Yes,Month-to-month,Yes,Electronic check,79.5,79.5,Male,0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,2514-GINMM
28.0,Yes,One year,No,Mailed check,25.55,672.2,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,9891-NQDBD
19.0,Yes,Month-to-month,No,Mailed check,20.2,382.2,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,6131-IUNXN
66.0,Yes,Month-to-month,No,Electronic check,63.85,4264.6,Male,0,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,No,8548-AWOFC
17.0,Yes,One year,Yes,Mailed check,61.95,1070.7,Female,0,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,9798-DRYDS
52.0,Yes,Two year,No,Mailed check,25.75,1345.85,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8532-UEFWH
19.0,Yes,One year,No,Electronic check,58.2,1045.25,Female,0,No,No,No,DSL,No,Yes,No,No,Yes,No,No,6296-DDOOR
36.0,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,Female,0,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,7951-VRDVK
7.0,Yes,Month-to-month,Yes,Mailed check,70.1,467.55,Male,1,Yes,No,No,Fiber optic,No,No,No,No,No,No,Yes,5931-FLJJF
72.0,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,4815-YOSUK
67.0,Yes,One year,Yes,Electronic check,111.3,7482.1,Male,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,2659-VXMWZ
34.0,Yes,One year,Yes,Electronic check,99.85,3343.15,Male,1,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0380-NEAVX
57.0,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,3207-OYBWH
7.0,Yes,Month-to-month,Yes,Electronic check,86.25,587.1,Female,0,Yes,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,4285-GYRQC
1.0,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Female,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,7216-EWTRS
8.0,Yes,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,4365-MSDYN
69.0,Yes,Two year,No,Electronic check,104.0,7028.5,Female,0,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,7036-TYDEC
50.0,Yes,One year,Yes,Mailed check,104.4,5232.9,Female,0,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,5802-ADBRC
10.0,Yes,One year,No,Mailed check,19.5,225.85,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,8076-FEZKJ
12.0,Yes,Two year,No,Credit card (automatic),25.25,274.7,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,5197-YPYBZ
14.0,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Female,0,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,8337-MSSXB
70.0,No,Two year,Yes,Bank transfer (automatic),49.85,3370.2,Female,0,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,No,4312-GVYNH
64.0,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,Female,1,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,8495-LJDFO
66.0,Yes,Two year,No,Credit card (automatic),89.9,5958.85,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0839-JTCUD
71.0,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,Female,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,5494-WOZRZ
20.0,Yes,Month-to-month,No,Electronic check,89.95,1648.45,Male,1,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,1302-UHBDD
72.0,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,Male,0,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,2234-EOFPT
71.0,Yes,Two year,No,Credit card (automatic),64.05,4492.9,Female,0,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,No,8619-IJNDK
38.0,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,8378-LKJAF
28.0,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,8182-BJDSI
17.0,Yes,Month-to-month,Yes,Electronic check,76.45,1233.4,Male,1,Yes,No,No,Fiber optic,No,Yes,No,No,No,No,Yes,2528-HFYZX
33.0,No,One year,Yes,Electronic check,39.1,1309.0,Male,0,No,No,No phone service,DSL,No,Yes,No,No,Yes,No,No,1153-GNOLC
23.0,No,Two year,No,Mailed check,34.6,813.45,Female,0,Yes,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,No,3298-QEICA
58.0,Yes,One year,Yes,Electronic check,19.55,1108.8,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0788-DXBFY
